year,department,isic_section,sector_label,value
2024,chuquisaca,C,Industrias manufactureras,95.98777912849084
2024,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",104.41648845501432
2024,chuquisaca,F,Construcción,47.56538295766079
2024,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,117.19187049421902
2024,chuquisaca,H,Transporte y almacenamiento,93.79010640463392
2024,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,107.62106679188145
2024,chuquisaca,J,Comunicación e informaciones,109.29456158138632
2024,chuquisaca,K,Actividades financieras y de seguros,127.58531531655966
2024,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",116.18478571941317
2024,chuquisaca,O,Administracion publica,113.14976289276586
2024,chuquisaca,P,Enseñanza,106.15928054675788
2024,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,142.49222541982516
2024,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",99.04743516405473
2017,cochabamba,,Impuestos netos de subvenciones a los productos,100.0
2017,cochabamba,,PRODUCTO  INTERNO  BRUTO(1),100.0
2017,cochabamba,,VALOR AGREGADO BRUTO,100.0
2017,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",100.0
2017,cochabamba,B,Actividad extractiva,100.0
2017,cochabamba,C,Industrias manufactureras,100.0
2017,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",100.0
2017,cochabamba,F,Construcción,100.0
2017,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,100.0
2017,cochabamba,H,Transporte y almacenamiento,100.0
2017,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,100.0
2017,cochabamba,J,Comunicación e informaciones,100.0
2017,cochabamba,K,Actividades financieras y de seguros,100.0
2017,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",100.0
2017,cochabamba,O,Administracion publica,100.0
2017,cochabamba,P,Enseñanza,100.0
2017,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,100.0
2017,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",100.0
2018,cochabamba,,Impuestos netos de subvenciones a los productos,107.92996063721927
2018,cochabamba,,PRODUCTO  INTERNO  BRUTO(1),104.0494870221007
2018,cochabamba,,VALOR AGREGADO BRUTO,103.44761381803814
2018,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",100.96921415988301
2018,cochabamba,B,Actividad extractiva,105.77079738401538
2018,cochabamba,C,Industrias manufactureras,97.16850319883672
2018,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",113.12152436885593
2018,cochabamba,F,Construcción,110.51204492624287
2018,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,100.5359912703926
2018,cochabamba,H,Transporte y almacenamiento,109.06311839149963
2018,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,103.96780062193262
2018,cochabamba,J,Comunicación e informaciones,104.27883769185267
2018,cochabamba,K,Actividades financieras y de seguros,103.76083365770027
2018,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",108.24287658299212
2018,cochabamba,O,Administracion publica,99.58780427395205
2018,cochabamba,P,Enseñanza,106.9169886387927
2018,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,106.41114853035415
2018,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",89.8284668075438
2019,cochabamba,,Impuestos netos de subvenciones a los productos,101.48150048932666
2019,cochabamba,,PRODUCTO  INTERNO  BRUTO(1),103.5897538361661
2019,cochabamba,,VALOR AGREGADO BRUTO,103.7223572306987
2019,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",103.19919506040553
2019,cochabamba,B,Actividad extractiva,92.58620661912435
2019,cochabamba,C,Industrias manufactureras,101.19785759766282
2019,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",123.35515739879044
2019,cochabamba,F,Construcción,110.5909231563851
2019,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,102.33530683948096
2019,cochabamba,H,Transporte y almacenamiento,106.49701064755754
2019,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,105.25778233803958
2019,cochabamba,J,Comunicación e informaciones,103.7086148939683
2019,cochabamba,K,Actividades financieras y de seguros,101.13342798641196
2019,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",104.177669704459
2019,cochabamba,O,Administracion publica,97.18851254318456
2019,cochabamba,P,Enseñanza,103.87758487009121
2019,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,112.91639236218418
2019,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",91.37122546935498
2020,cochabamba,,Impuestos netos de subvenciones a los productos,90.17218220216141
2020,cochabamba,,PRODUCTO  INTERNO  BRUTO(1),91.62585903543491
2020,cochabamba,,VALOR AGREGADO BRUTO,91.70273392529143
2020,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",110.58846672218456
2020,cochabamba,B,Actividad extractiva,81.07797587337767
2020,cochabamba,C,Industrias manufactureras,87.5028841401274
2020,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",119.78723580898955
2020,cochabamba,F,Construcción,90.00083783116399
2020,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,79.16927827803603
2020,cochabamba,H,Transporte y almacenamiento,74.76677857951363
2020,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,77.27084893485726
2020,cochabamba,J,Comunicación e informaciones,102.15213775930064
2020,cochabamba,K,Actividades financieras y de seguros,96.1575097079687
2020,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",96.3598913431595
2020,cochabamba,O,Administracion publica,85.64642745159759
2020,cochabamba,P,Enseñanza,102.66902593775141
2020,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,124.30738667500665
2020,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",57.0251215278769
2021,cochabamba,,Impuestos netos de subvenciones a los productos,91.36973152099934
2021,cochabamba,,PRODUCTO  INTERNO  BRUTO(1),98.81968214127235
2021,cochabamba,,VALOR AGREGADO BRUTO,99.4937495524722
2021,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",114.47121941866214
2021,cochabamba,B,Actividad extractiva,73.38236390824503
2021,cochabamba,C,Industrias manufactureras,93.03292970483837
2021,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",126.74463159372357
2021,cochabamba,F,Construcción,104.31339760456463
2021,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,92.73876375585922
2021,cochabamba,H,Transporte y almacenamiento,92.863502013286
2021,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,92.60455569894135
2021,cochabamba,J,Comunicación e informaciones,103.83748829181299
2021,cochabamba,K,Actividades financieras y de seguros,95.28919571119843
2021,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",101.68725126356908
2021,cochabamba,O,Administracion publica,96.35866262925234
2021,cochabamba,P,Enseñanza,103.35387988253129
2021,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,130.9213310053352
2021,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",67.66135107119489
2022,cochabamba,,Impuestos netos de subvenciones a los productos,82.68988915915882
2022,cochabamba,,PRODUCTO  INTERNO  BRUTO(1),104.18961226583902
2022,cochabamba,,VALOR AGREGADO BRUTO,106.10885369783492
2022,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",116.3181104113481
2022,cochabamba,B,Actividad extractiva,63.79138846037156
2022,cochabamba,C,Industrias manufactureras,100.44975072631775
2022,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",123.87682667100893
2022,cochabamba,F,Construcción,104.7397007978579
2022,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,107.92306701733058
2022,cochabamba,H,Transporte y almacenamiento,93.84691969920816
2022,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,107.25470510583312
2022,cochabamba,J,Comunicación e informaciones,106.79024783284362
2022,cochabamba,K,Actividades financieras y de seguros,95.75662695265062
2022,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",111.21187142610523
2022,cochabamba,O,Administracion publica,101.49574870049736
2022,cochabamba,P,Enseñanza,104.48408647307025
2022,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,137.06046290805295
2022,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",92.73920989342885
